id;name;geoid;geoname;value;datetime
541;Previsión de la producción eólica nacional peninsular;;;4433;2017-01-07T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4244;2017-01-07T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3923;2017-01-07T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3489;2017-01-07T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2733;2017-01-07T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2359;2017-01-07T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2181;2017-01-07T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2029;2017-01-07T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;1918;2017-01-07T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2021;2017-01-07T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2189;2017-01-07T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2607;2017-01-07T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3196;2017-01-07T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3494;2017-01-07T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3391;2017-01-07T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3479;2017-01-07T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3642;2017-01-07T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3660;2017-01-08T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3549;2017-01-08T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3414;2017-01-08T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3439;2017-01-08T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3475;2017-01-08T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3591;2017-01-08T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3746;2017-01-08T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3748;2017-01-08T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3906;2017-01-08T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3936;2017-01-08T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3797;2017-01-08T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3628;2017-01-08T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3686;2017-01-08T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4055;2017-01-08T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4588;2017-01-08T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5122;2017-01-08T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5610;2017-01-08T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5878;2017-01-08T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6324;2017-01-08T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6805;2017-01-08T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7161;2017-01-08T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7560;2017-01-08T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7471;2017-01-08T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7318;2017-01-08T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7249;2017-01-09T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7095;2017-01-09T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7231;2017-01-09T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7098;2017-01-09T03:00:00+01:00
